accession	protein_name	sequence_length	header_line	genbank_id	genbank_link	subfamily	phenotype	natural_or_acquired
AKC98298	TEM-11	286	AKC98298.1 TEM-1 (plasmid) [Escherichia coli]	KP870110	http://www.ncbi.nlm.nih.gov/nuccore/KP870110?from=3339&to=4199		2be	A
KJO56189	TEM-12	286	KJO56189.1 beta-lactamase TEM [Enterobacter hormaechei subsp. steigerwaltii]	LAAD01000027	http://www.ncbi.nlm.nih.gov/nuccore/LAAD01000027?from=11929&to=12789&strand=2		2be	A
KLP91446	TEM-15	286	KLP91446.1 class A beta-lactamase [Enterobacter hormaechei subsp. hoffmannii]	LEDF01000033	http://www.ncbi.nlm.nih.gov/nuccore/LEDF01000033?from=35848&to=36708&strand=2		2be	A
CAA46346	TEM-16	286	CAA46346.1 extended spectrum beta-lactamase CAZ-7 [Klebsiella pneumoniae]	X65254	http://www.ncbi.nlm.nih.gov/nuccore/X65254?from=176&to=1036		2be	A
CAA74912	TEM-17	286	CAA74912.2 beta-lactamase class A [Capnocytophaga ochracea]	Y14574	http://www.ncbi.nlm.nih.gov/nuccore/Y14574?from=1&to=861		2be	A
AFN21551	TEM-19	286	AFN21551.1 beta-lactamase TEM-19 [Acinetobacter baumannii]	JX042489	http://www.ncbi.nlm.nih.gov/nuccore/JX042489?from=142&to=1002		2be	A
ACB22021	TEM-20	286	ACB22021.1 extended spectrum beta-lactamase blaTEM-20 [Escherichia coli]	EU527189	http://www.ncbi.nlm.nih.gov/nuccore/EU527189?from=4132&to=4992		2be	A
CAA76794	TEM-21	286	CAA76794.1 beta-lactamase class A, partial [Klebsiella pneumoniae]	Y17582	http://www.ncbi.nlm.nih.gov/nuccore/Y17582?from=1&to=858		2be	A
CAA76795	TEM-22	286	CAA76795.1 beta-lactamase class A, partial [Klebsiella pneumoniae]	Y17583	http://www.ncbi.nlm.nih.gov/nuccore/Y17583?from=214&to=1071		2be	A
CCG28759	TEM-24	286	CCG28759.1 Beta-lactamase (EC 3.5.2.6) [Klebsiella aerogenes EA1509E]	FO203354	http://www.ncbi.nlm.nih.gov/nuccore/FO203354?from=126950&to=127810		2be	A
KLG19745	TEM-26	286	KLG19745.1 beta-lactamase TEM [Enterobacter kobei]	LDCJ01000052	http://www.ncbi.nlm.nih.gov/nuccore/LDCJ01000052?from=6540&to=7400&strand=2		2be	A
AAC32891	TEM-28	286	AAC32891.1 beta-lactamase TEM-28 [Escherichia coli]	U37195	http://www.ncbi.nlm.nih.gov/nuccore/U37195?from=76&to=936		2be	A
CAA76796	TEM-29	286	CAA76796.1 beta-lactamase class A, partial [Escherichia coli]	Y17584	http://www.ncbi.nlm.nih.gov/nuccore/Y17584?from=1&to=858		2be	A
CAD24670	TEM-30	286	CAD24670.1 beta-lactamase (plasmid) [Escherichia coli]	AJ437107	http://www.ncbi.nlm.nih.gov/nuccore/AJ437107?from=209&to=1069		2br	A
ARF45649	TEM-31	286	ARF45649.1 beta-lactamase TEM-1 variant [synthetic construct]	KY739237	http://www.ncbi.nlm.nih.gov/nuccore/KY739237?from=1&to=861		2br	A
CTA52364	TEM-32	286	CTA52364.1 Beta-lactamase TEM precursor [Shigella sonnei]	CXLQ01000061	http://www.ncbi.nlm.nih.gov/nuccore/CXLQ01000061?from=13803&to=14663&strand=2		2br	A
ADL13944	TEM-33	286	ADL13944.1 TEM-33 (plasmid) [Escherichia coli]	GU371926	http://www.ncbi.nlm.nih.gov/nuccore/GU371926?from=50305&to=51165&strand=2		2br	A
AGQ50511	TEM-34	286	AGQ50511.1 beta lactamase blaTEM-34 [Escherichia coli]	KC844056	http://www.ncbi.nlm.nih.gov/nuccore/KC844056?from=1&to=861		2br	A
AKA60778	TEM-35	286	AKA60778.1 beta-lactamase [Escherichia coli]	KP860986	http://www.ncbi.nlm.nih.gov/nuccore/KP860986?from=6&to=866&strand=2		2br	A
APT65830	TEM-36	286	APT65830.1 inhibitor-resistant class A broad-spectrum beta-lactamase TEM-36 [Escherichia coli]	KY305958	http://www.ncbi.nlm.nih.gov/nuccore/KY305958?from=1&to=861		2br	A
HAH6232254	TEM-37	286	HAH6232254.1 TPA: TEM family class A beta-lactamase [Escherichia coli]	DABBXO010000081	http://www.ncbi.nlm.nih.gov/nuccore/DABBXO010000081?from=75&to=935&strand=2		2br	A
QDO66746	TEM-39	286	QDO66746.1 beta-lactamase TEM-39 [Escherichia coli]	MN175303	http://www.ncbi.nlm.nih.gov/nuccore/MN175303?from=1&to=861		2br	A
CBX53726	TEM-40	286	CBX53726.1 beta-lactamase TEM-40 [Escherichia coli]	FR717535	http://www.ncbi.nlm.nih.gov/nuccore/FR717535?from=1&to=861		2br	A
AAC32889	TEM-43	286	AAC32889.2 beta-lactamase TEM-43 [Klebsiella pneumoniae]	U95363	http://www.ncbi.nlm.nih.gov/nuccore/U95363?from=1&to=861		2be	A
CAA64682	TEM-45	286	CAA64682.1 beta-lactamase [Escherichia coli]	X95401	http://www.ncbi.nlm.nih.gov/nuccore/X95401?from=209&to=1069		2br	A
CAA71322	TEM-47	286	CAA71322.1 ES-beta-lactamase [Klebsiella pneumoniae]	Y10279	http://www.ncbi.nlm.nih.gov/nuccore/Y10279?from=1&to=861		2be	A
CAA71323	TEM-48	286	CAA71323.1 ES-beta-lactamase [Klebsiella pneumoniae]	Y10280	http://www.ncbi.nlm.nih.gov/nuccore/Y10280?from=1&to=861		2be	A
CAA71324	TEM-49	286	CAA71324.1 ES-beta-lactamase [Escherichia coli]	Y10281	http://www.ncbi.nlm.nih.gov/nuccore/Y10281?from=1&to=861		2be	A
AEC32455	TEM-52	286	AEC32455.1 beta-lactamase (plasmid) [Escherichia coli]	JF776874	http://www.ncbi.nlm.nih.gov/nuccore/JF776874?from=17026&to=17886		2be	A
AAD22538	TEM-53	286	AAD22538.1 extended spectrum beta-lactamase TEM-53 [Klebsiella pneumoniae]	AF104441	http://www.ncbi.nlm.nih.gov/nuccore/AF104441?from=194&to=1054		2be	A
AAD22539	TEM-54	286	AAD22539.1 inhibitor resistant beta lactamase TEM-54 [Escherichia coli]	AF104442	http://www.ncbi.nlm.nih.gov/nuccore/AF104442?from=194&to=1054		2br	A
ABB97007	TEM-55	286	ABB97007.1 beta-lactamase TEM-55 [Escherichia coli]	DQ286729	http://www.ncbi.nlm.nih.gov/nuccore/DQ286729?from=1&to=861		2b	A
ACJ43254	TEM-57	286	ACJ43254.1 TEM-57 beta-lactamase (plasmid) [Escherichia coli]	FJ405211	http://www.ncbi.nlm.nih.gov/nuccore/FJ405211?from=1&to=861		2b	A
AAC05975	TEM-60	286	AAC05975.1 beta-lactamase TEM-60 (plasmid) [Providencia stuartii]	AF047171	http://www.ncbi.nlm.nih.gov/nuccore/AF047171?from=136&to=996		2be	A
BCD58813	TEM-61	286	BCD58813.1 class A extended-spectrum beta-lactamase (plasmid) [Serratia marcescens]	LC542923	http://www.ncbi.nlm.nih.gov/nuccore/LC542923?from=2480&to=3340&strand=2		2be	A
AAK17194	TEM-63	286	AAK17194.1 extended spectrum beta-lactamase TEM-63 [Escherichia coli]	AF332513	http://www.ncbi.nlm.nih.gov/nuccore/AF332513?from=104&to=964		2be	A
AAD33116	TEM-67	286	AAD33116.2 beta-lactamase (plasmid) [Proteus mirabilis]	AF091113	http://www.ncbi.nlm.nih.gov/nuccore/AF091113?from=451&to=1311		2br	A
CAB92324	TEM-68	286	CAB92324.1 TEM-68 ES-beta-lactamase (plasmid) [Klebsiella pneumoniae subsp. pneumoniae]	AJ239002	http://www.ncbi.nlm.nih.gov/nuccore/AJ239002?from=1&to=861		2ber	A
AAF01046	TEM-70	286	AAF01046.1 beta-lactamase variant TEM-70 [Escherichia coli]	AF188199	http://www.ncbi.nlm.nih.gov/nuccore/AF188199?from=215&to=1075		?	A
AAL03985	TEM-71	286	AAL03985.1 extended-spectrum beta-lactamase TEM-71 (plasmid) [Klebsiella pneumoniae]	AF203816	http://www.ncbi.nlm.nih.gov/nuccore/AF203816?from=211&to=1071		2be	A
AAF19151	TEM-72	286	AAF19151.1 beta-lactamase TEM-72 (plasmid) [Morganella morganii]	AF157553	http://www.ncbi.nlm.nih.gov/nuccore/AF157553?from=148&to=1008		2be	A
AAF05613	TEM-76	286	AAF05613.1 inhibitor-resistant beta-lactamase TEM-76 [Escherichia coli]	AF190694	http://www.ncbi.nlm.nih.gov/nuccore/AF190694?from=209&to=1069		2br	A
AAF05614	TEM-77	286	AAF05614.1 inhibitor-resistant beta-lactamase TEM-77 [Escherichia coli]	AF190695	http://www.ncbi.nlm.nih.gov/nuccore/AF190695?from=209&to=1069		2br	A
AAF05612	TEM-78	286	AAF05612.1 inhibitor-resistant beta-lactamase TEM-78 [Escherichia coli]	AF190693	http://www.ncbi.nlm.nih.gov/nuccore/AF190693?from=209&to=1069		2br	A
AAF05611	TEM-79	286	AAF05611.1 inhibitor-resistant beta-lactamase TEM-79 [Escherichia coli]	AF190692	http://www.ncbi.nlm.nih.gov/nuccore/AF190692?from=209&to=1069		2br	A
AAM15527	TEM-80	286	AAM15527.1 inhibitor-resistant beta-lactamase TEM-80 [Enterobacter cloacae]	AF347054	http://www.ncbi.nlm.nih.gov/nuccore/AF347054?from=209&to=1069		2br	A
AAL29433	TEM-81	286	AAL29433.1 inhibitor-resistant beta-lactamase TEM-81 [Escherichia coli]	AF427127	http://www.ncbi.nlm.nih.gov/nuccore/AF427127?from=209&to=1069		2br	A
AAL29434	TEM-82	286	AAL29434.1 inhibitor-resistant beta-lactamase TEM-82 [Escherichia coli]	AF427128	http://www.ncbi.nlm.nih.gov/nuccore/AF427128?from=209&to=1069		2br	A
AAL29435	TEM-83	286	AAL29435.1 inhibitor-resistant beta-lactamase TEM-83 [Escherichia coli]	AF427129	http://www.ncbi.nlm.nih.gov/nuccore/AF427129?from=209&to=1069		2br	A
AAL29436	TEM-84	286	AAL29436.1 inhibitor-resistant beta-lactamase TEM-84 [Escherichia coli]	AF427130	http://www.ncbi.nlm.nih.gov/nuccore/AF427130?from=209&to=1069		2br	A
CAC43229	TEM-85	286	CAC43229.1 TEM-85 ES-beta-lactamase (plasmid) [Klebsiella pneumoniae]	AJ277414	http://www.ncbi.nlm.nih.gov/nuccore/AJ277414?from=1&to=861		2be	A
CAC43230	TEM-86	286	CAC43230.1 TEM-86 ES-beta-lactamase (plasmid) [Klebsiella pneumoniae]	AJ277415	http://www.ncbi.nlm.nih.gov/nuccore/AJ277415?from=1&to=861		2be	A
AAG44570	TEM-87	286	AAG44570.1 class A beta-lactamase TEM-87 (plasmid) [Proteus mirabilis]	AF250872	http://www.ncbi.nlm.nih.gov/nuccore/AF250872?from=1&to=861		2be	A
AAK14792	TEM-88	286	AAK14792.1 extended-spectrum beta-lactamase TEM-88 (plasmid) [Klebsiella pneumoniae]	AY027590	http://www.ncbi.nlm.nih.gov/nuccore/AY027590?from=113&to=973		2be	A
AAK30619	TEM-90	286	AAK30619.1 TEM-90 beta-lactamase (plasmid) [Escherichia coli]	AF351241	http://www.ncbi.nlm.nih.gov/nuccore/AF351241?from=90&to=950		2b	A
BAB16308	TEM-91	286	BAB16308.1 TEM-derived extended-spectrum beta-lactamase [Escherichia coli]	AB049569	http://www.ncbi.nlm.nih.gov/nuccore/AB049569?from=1&to=861		2be	A
AAF66653	TEM-92	286	AAF66653.1 class A beta-lactamase [Proteus mirabilis]	AF143804	http://www.ncbi.nlm.nih.gov/nuccore/AF143804?from=1&to=861		2be	A
CAC85660	TEM-93	286	CAC85660.1 TEM-93 ES-beta-lactamase (plasmid) [Escherichia coli]	AJ318093	http://www.ncbi.nlm.nih.gov/nuccore/AJ318093?from=1&to=861		2be	A
CAC85661	TEM-94	286	CAC85661.1 TEM-94 ES-beta-lactamase (plasmid) [Escherichia coli]	AJ318094	http://www.ncbi.nlm.nih.gov/nuccore/AJ318094?from=1&to=861		2be	A
CAC67290	TEM-95	286	CAC67290.1 beta lactamase TEM-95 [Escherichia coli]	AJ308558	http://www.ncbi.nlm.nih.gov/nuccore/AJ308558?from=182&to=1042		2b	A
AAM22276	TEM-96	286	AAM22276.1 beta-lactamase TEM-96 (plasmid) [Escherichia coli]	AY092401	http://www.ncbi.nlm.nih.gov/nuccore/AY092401?from=1&to=861		?	A
AAK85244	TEM-97	286	AAK85244.1 inhibitor resistant TEM beta-lactamase [Escherichia coli]	AF397067	http://www.ncbi.nlm.nih.gov/nuccore/AF397067?from=1&to=861			A
AAK85245	TEM-98	286	AAK85245.1 TEM beta-lactamase [Escherichia coli]	AF397068	http://www.ncbi.nlm.nih.gov/nuccore/AF397068?from=1&to=861			A
AAK85243	TEM-99	286	AAK85243.1 inhibitor resistant TEM beta-lactamase [Escherichia coli]	AF397066	http://www.ncbi.nlm.nih.gov/nuccore/AF397066?from=1&to=861			A
AAM18924	TEM-101	286	AAM18924.1 extended-spectrum beta-lactamase TEM-101 (plasmid) [Escherichia coli]	AF495873	http://www.ncbi.nlm.nih.gov/nuccore/AF495873?from=1&to=861		2be	A
AAK82652	TEM-102	286	AAK82652.1 beta-lactamase TEM-102 (plasmid) [Plasmid pWW100]	AY040093	http://www.ncbi.nlm.nih.gov/nuccore/AY040093?from=69&to=929		2be	A
EAC0197234	TEM-103	286	EAC0197234.1 TEM family class A beta-lactamase [Salmonella enterica subsp. enterica]	AAAGNS010000063	http://www.ncbi.nlm.nih.gov/nuccore/AAAGNS010000063?from=145&to=1005&strand=2		2br	A
ADI77428	TEM-104	286	ADI77428.1 inhibitor-resistant beta-lactamase [Escherichia coli]	HM036340	http://www.ncbi.nlm.nih.gov/nuccore/HM036340?from=1&to=861		?	A
AAM61953	TEM-105	286	AAM61953.1 beta-lactamase TEM-105 [Escherichia coli]	AF516720	http://www.ncbi.nlm.nih.gov/nuccore/AF516720?from=215&to=1075		?	A
AAM52207	TEM-106	286	AAM52207.1 class A beta-lactamase TEM-106 [Escherichia coli]	AY101578	http://www.ncbi.nlm.nih.gov/nuccore/AY101578?from=215&to=1075		2be	A
AAM52215	TEM-107	286	AAM52215.1 class A beta-lactamase TEM-107 [Klebsiella pneumoniae]	AY101764	http://www.ncbi.nlm.nih.gov/nuccore/AY101764?from=207&to=1067		2be	A
AAM28884	TEM-108	286	AAM28884.1 TEM beta-lactamase [Salmonella enterica subsp. enterica serovar Typhimurium]	AF506748	http://www.ncbi.nlm.nih.gov/nuccore/AF506748?from=39&to=899		?	A
AAT46413	TEM-109	286	AAT46413.1 beta-lactamase TEM-109 [Escherichia coli]	AY628175	http://www.ncbi.nlm.nih.gov/nuccore/AY628175?from=211&to=1071		2ber	A
AAL68923	TEM-110	286	AAL68923.1 TEM-type beta-lactamase [Klebsiella pneumoniae]	AY072920	http://www.ncbi.nlm.nih.gov/nuccore/AY072920?from=1&to=861		?2b	A
AAL77062	TEM-111	286	AAL77062.1 TEM-type beta lactamase [Escherichia coli]	AF468003	http://www.ncbi.nlm.nih.gov/nuccore/AF468003?from=1&to=861		?	A
AAS89982	TEM-112	286	AAS89982.1 beta-lactamase [Escherichia coli]	AY589493	http://www.ncbi.nlm.nih.gov/nuccore/AY589493?from=167&to=1027		2be	A
AAS89983	TEM-113	286	AAS89983.1 beta-lactamase [Proteus mirabilis]	AY589494	http://www.ncbi.nlm.nih.gov/nuccore/AY589494?from=194&to=1054		2be	A
AAS89984	TEM-114	286	AAS89984.1 beta-lactamase [Klebsiella aerogenes]	AY589495	http://www.ncbi.nlm.nih.gov/nuccore/AY589495?from=182&to=1042		2be	A
AAN04881	TEM-115	286	AAN04881.1 beta-lactamase TEM-115 [Klebsiella pneumoniae]	AF535127	http://www.ncbi.nlm.nih.gov/nuccore/AF535127?from=209&to=1069		2be	A
BAM36530	TEM-116	286	BAM36530.1 beta-lactamase [Accepter vector pBac3xP3DsRed2attP]	AB713995	http://www.ncbi.nlm.nih.gov/nuccore/AB713995?from=5042&to=5902&strand=2		2b	A
PLC74546	TEM-117	286	PLC74546.1 class A beta-lactamase [Klebsiella variicola]	NCLI01000117	http://www.ncbi.nlm.nih.gov/nuccore/NCLI01000117?from=145&to=1005&strand=2			A
AAO85882	TEM-120	286	AAO85882.1 beta-lactamase TEM-120 [Klebsiella oxytoca]	AY243512	http://www.ncbi.nlm.nih.gov/nuccore/AY243512?from=209&to=1069		2be	A
AAQ01671	TEM-121	286	AAQ01671.1 extended-spectrum beta-lactamase [Escherichia coli]	AY271267	http://www.ncbi.nlm.nih.gov/nuccore/AY271267?from=1&to=861		2ber	A
AAQ98890	TEM-122	286	AAQ98890.1 inhibitor-resistant beta-lactamase TEM [Escherichia coli]	AY307100	http://www.ncbi.nlm.nih.gov/nuccore/AY307100?from=1&to=861		2br	A
AAQ93490	TEM-123	285	AAQ93490.1 class A beta-lactamase TEM-123 [Proteus mirabilis]	AY327539	http://www.ncbi.nlm.nih.gov/nuccore/AY327539?from=1&to=858		2be	A
AAQ93491	TEM-124	285	AAQ93491.1 class A beta-lactamase TEM-124 [Morganella morganii]	AY327540	http://www.ncbi.nlm.nih.gov/nuccore/AY327540?from=1&to=858		2be	A
AAT46414	TEM-125	286	AAT46414.1 beta-lactamase TEM-125 [Escherichia coli]	AY628176	http://www.ncbi.nlm.nih.gov/nuccore/AY628176?from=76&to=936		2ber	A
AAT45742	TEM-126	286	AAT45742.1 beta-lactamase TEM-126 [Escherichia coli]	AY628199	http://www.ncbi.nlm.nih.gov/nuccore/AY628199?from=204&to=1064		2be	A
AAR89358	TEM-127	286	AAR89358.1 beta-lactamase TEM-127 (plasmid) [Escherichia coli]	AY368236	http://www.ncbi.nlm.nih.gov/nuccore/AY368236?from=1&to=861		2b	A
AAR89359	TEM-128	286	AAR89359.1 beta-lactamase TEM-128 (plasmid) [Escherichia coli]	AY368237	http://www.ncbi.nlm.nih.gov/nuccore/AY368237?from=1&to=861		2b	A
CAG34105	TEM-129	286	CAG34105.1 class A beta-lactamase [Klebsiella oxytoca]	AJ746225	http://www.ncbi.nlm.nih.gov/nuccore/AJ746225?from=1&to=861		2be	A
CAI29263	TEM-130	286	CAI29263.1 beta-lactamase [Klebsiella pneumoniae]	AJ866988	http://www.ncbi.nlm.nih.gov/nuccore/AJ866988?from=1&to=861		2be	A
AAR10958	TEM-131	286	AAR10958.1 extended-spectrum beta-lactamase TEM-131 [Salmonella enterica subsp. enterica serovar Typhimurium]	AY436361	http://www.ncbi.nlm.nih.gov/nuccore/AY436361?from=132&to=992		2be	A
BAD89187	TEM-132	286	BAD89187.1 TEM-derived extended-spectrum beta-lactamase [Escherichia coli]	AB201267	http://www.ncbi.nlm.nih.gov/nuccore/AB201267?from=1&to=861		2be	A
AAS19171	TEM-133	286	AAS19171.1 extended spectrum beta-lactamase TEM-133 [Klebsiella pneumoniae]	AY528425	http://www.ncbi.nlm.nih.gov/nuccore/AY528425?from=1&to=861		2be	A
AAS79107	TEM-134	286	AAS79107.1 class A beta-lactamase TEM-134 [Citrobacter koseri]	AY574271	http://www.ncbi.nlm.nih.gov/nuccore/AY574271?from=1&to=861		2be	A
ADB79815	TEM-135	286	ADB79815.1 ampicillin resistance protein (plasmid) [Escherichia coli]	GQ149345	http://www.ncbi.nlm.nih.gov/nuccore/GQ149345?from=1&to=861&strand=2		2b	A
AAV83795	TEM-136	286	AAV83795.1 extended-spectrum beta-lactamase TEM-136 [Klebsiella pneumoniae]	AY826417	http://www.ncbi.nlm.nih.gov/nuccore/AY826417?from=1&to=861		2be	A
CAL08007	TEM-137	286	CAL08007.1 TEM-137 beta-lactamase [Shigella sonnei]	AM286274	http://www.ncbi.nlm.nih.gov/nuccore/AM286274?from=1&to=861		2be	A
AAW47922	TEM-138	286	AAW47922.1 extended-spectrum beta-lactamase TEM-138 (plasmid) [Salmonella enterica]	AY853593	http://www.ncbi.nlm.nih.gov/nuccore/AY853593?from=215&to=1075		2be	A
AAZ23494	TEM-139	286	AAZ23494.1 bla-TEM-139 extended spectrum beta-lactamase (plasmid) [Klebsiella pneumoniae]	DQ072853	http://www.ncbi.nlm.nih.gov/nuccore/DQ072853?from=1&to=861		2be	A
AAX56615	TEM-141	286	AAX56615.1 beta-lactamase TEM-141 (plasmid) [Enterobacter cloacae]	AY956335	http://www.ncbi.nlm.nih.gov/nuccore/AY956335?from=39&to=899		2b	A
ABD60314	TEM-142	286	ABD60314.1 beta-lactamase (plasmid) [Escherichia coli]	DQ388882	http://www.ncbi.nlm.nih.gov/nuccore/DQ388882?from=1&to=861		?	A
AAY85632	TEM-143	286	AAY85632.1 extended spectrum beta-lactamase TEM-143 [Escherichia coli]	DQ075245	http://www.ncbi.nlm.nih.gov/nuccore/DQ075245?from=218&to=1078		2be	A
CAJ17559	TEM-144	286	CAJ17559.1 TEM-derived extended spectrum beta-lactamase [Salmonella enterica subsp. enterica serovar Derby]	AM049400	http://www.ncbi.nlm.nih.gov/nuccore/AM049400?from=1&to=861		2be	A
AAZ14083	TEM-145	286	AAZ14083.2 TEM-145 [Escherichia coli]	DQ105528	http://www.ncbi.nlm.nih.gov/nuccore/DQ105528?from=1&to=861		2br	A
AAZ14084	TEM-146	286	AAZ14084.2 TEM-146 [Escherichia coli]	DQ105529	http://www.ncbi.nlm.nih.gov/nuccore/DQ105529?from=1&to=861		?	A
ABB84515	TEM-147	286	ABB84515.1 extended-spectrum beta-lactamase TEM-147 (plasmid) [Pseudomonas aeruginosa]	DQ279850	http://www.ncbi.nlm.nih.gov/nuccore/DQ279850?from=1&to=861		2be	A
CAJ32372	TEM-148	286	CAJ32372.1 beta-lactamase [Escherichia coli]	AM087454	http://www.ncbi.nlm.nih.gov/nuccore/AM087454?from=209&to=1069		?	A
ABC96711	TEM-149	286	ABC96711.1 TEM-149 beta-lactamase [Klebsiella aerogenes]	DQ369751	http://www.ncbi.nlm.nih.gov/nuccore/DQ369751?from=1&to=861		2be	A
ACI32333	TEM-150	286	ACI32333.1 extended spectrum beta lactamase TEM-150 [Enterobacter sp. SP040079]	FJ349257	http://www.ncbi.nlm.nih.gov/nuccore/FJ349257?from=215&to=1075		?	A
ABI74448	TEM-151	286	ABI74448.1 beta lactamase TEM-151 [Escherichia coli]	DQ834729	http://www.ncbi.nlm.nih.gov/nuccore/DQ834729?from=206&to=1066		2ber	A
ABI74447	TEM-152	286	ABI74447.1 beta lactamase TEM-152 [Escherichia coli]	DQ834728	http://www.ncbi.nlm.nih.gov/nuccore/DQ834728?from=206&to=1066		2ber	A
AGA83484	TEM-153	286	AGA83484.1 extended-spectrum beta-lactamase TEM-153 [Escherichia coli]	KC149518	http://www.ncbi.nlm.nih.gov/nuccore/KC149518?from=1&to=861		2be	A
ACO07310	TEM-154	286	ACO07310.1 CMT-type extended-spectrum beta-lactamase [Escherichia coli]	FJ807656	http://www.ncbi.nlm.nih.gov/nuccore/FJ807656?from=1&to=861		2ber	A
ABG77582	TEM-155	286	ABG77582.1 extended spectrum beta-lactamase [Proteus mirabilis]	DQ679961	http://www.ncbi.nlm.nih.gov/nuccore/DQ679961?from=115&to=975		2be	A
AML08013	TEM-156	286	AML08013.1 class A beta-lactamase (plasmid) [Escherichia coli]	CP014489	http://www.ncbi.nlm.nih.gov/nuccore/CP014489?from=133259&to=134119		?	A
ABI81768	TEM-157	286	ABI81768.1 beta-lactamase TEM-157 (plasmid) [Enterobacter cloacae]	DQ909059	http://www.ncbi.nlm.nih.gov/nuccore/DQ909059?from=1&to=861		2be	A
ABQ00181	TEM-158	286	ABQ00181.1 CMT-type beta lactamase [Escherichia coli]	EF534736	http://www.ncbi.nlm.nih.gov/nuccore/EF534736?from=214&to=1074		2ber	A
ABM54869	TEM-159	286	ABM54869.1 beta-lactamase TEM-159 [Proteus mirabilis]	EF136376	http://www.ncbi.nlm.nih.gov/nuccore/EF136376?from=1&to=861		2br	A
ABM54870	TEM-160	286	ABM54870.1 beta-lactamase TEM-160 [Proteus mirabilis]	EF136377	http://www.ncbi.nlm.nih.gov/nuccore/EF136377?from=1&to=861		2br	A
ABO64442	TEM-162	286	ABO64442.1 TEM beta-lactamase (plasmid) [Acinetobacter haemolyticus]	EF468463	http://www.ncbi.nlm.nih.gov/nuccore/EF468463?from=67&to=927		?	A
ACF32746	TEM-163	286	ACF32746.1 putative inhibitor-resistant TEM-163 beta-lactamase [Escherichia coli]	EU815939	http://www.ncbi.nlm.nih.gov/nuccore/EU815939?from=1&to=861		?2br	A
ABX71157	TEM-164	286	ABX71157.1 extended-spectrum beta-lactamase TEM-162 (plasmid) [Klebsiella pneumoniae]	EU274580	http://www.ncbi.nlm.nih.gov/nuccore/EU274580?from=215&to=1075		2be	A
ACI25375	TEM-166	286	ACI25375.1 beta-lactamase TEM-166 [Escherichia coli]	FJ197316	http://www.ncbi.nlm.nih.gov/nuccore/FJ197316?from=1&to=861		?	A
ACJ04051	TEM-167	286	ACJ04051.1 extended-spectrum beta-lactamase TEM-167 [Escherichia coli]	FJ360884	http://www.ncbi.nlm.nih.gov/nuccore/FJ360884?from=214&to=1074		2be	A
ACR22829	TEM-168	286	ACR22829.1 beta-lactamase TEM-168 [Escherichia coli]	FJ919776	http://www.ncbi.nlm.nih.gov/nuccore/FJ919776?from=209&to=1069		?2be	A
AJC64564	TEM-169	286	AJC64564.1 TEM beta lactamase (plasmid) [Escherichia coli]	KP012538	http://www.ncbi.nlm.nih.gov/nuccore/KP012538?from=1&to=861		2be	A
BAV00618	TEM-171	286	BAV00618.1 beta-lactamase [Cloning vector pARHS3]	LC142817	http://www.ncbi.nlm.nih.gov/nuccore/LC142817?from=2148&to=3008&strand=2		?	A
KOP91900	TEM-176	286	KOP91900.1 class A beta-lactamase [Citrobacter amalonaticus]	LIGA01000024	http://www.ncbi.nlm.nih.gov/nuccore/LIGA01000024?from=32601&to=33461&strand=2		?	A
CBJ06718	TEM-177	286	CBJ06718.1 extended-spectrum beta-lactamase [Proteus mirabilis]	FN652295	http://www.ncbi.nlm.nih.gov/nuccore/FN652295?from=1&to=861		2be	A
CAA65888	TEM-178	285	CAA65888.1 beta-lactamase [Serratia marcescens]	X97254	http://www.ncbi.nlm.nih.gov/nuccore/X97254?from=154&to=1011		2ber	A
AKQ12673	TEM-181	286	AKQ12673.1 beta-lactamase [Cloning and transformation vector pUC-3GLA]	KM977568	http://www.ncbi.nlm.nih.gov/nuccore/KM977568?from=730&to=1590			A
ADP20705	TEM-182	286	ADP20705.1 inhibitor resistant beta-lactamase TEM-182 [Haemophilus parainfluenzae]	HQ317449	http://www.ncbi.nlm.nih.gov/nuccore/HQ317449?from=1&to=861		2br	A
ADR71220	TEM-183	286	ADR71220.1 TEM-183 beta-lactamase [Klebsiella pneumoniae]	HQ529916	http://www.ncbi.nlm.nih.gov/nuccore/HQ529916?from=111&to=971		2b	A
CCA61905	TEM-184	286	CCA61905.1 TEM-184 beta-lactamase (plasmid) [Escherichia coli]	FR848831	http://www.ncbi.nlm.nih.gov/nuccore/FR848831?from=1&to=861		2be	A
AEG64812	TEM-185	286	AEG64812.1 beta-lactamase TEM-185 [Escherichia coli]	JF795538	http://www.ncbi.nlm.nih.gov/nuccore/JF795538?from=1&to=861		2br	A
AET99222	TEM-186	286	AET99222.1 TEM-186 beta-lactamase (plasmid) [Escherichia coli]	JN227084	http://www.ncbi.nlm.nih.gov/nuccore/JN227084?from=309&to=1169		2b	A
ADM61585	TEM-187	285	ADM61585.1 beta-lactamase TEM variant (plasmid) [Proteus mirabilis]	HM246246	http://www.ncbi.nlm.nih.gov/nuccore/HM246246?from=212&to=1069		2be	A
AEL17198	TEM-188	286	AEL17198.1 extended-spectrum beta-lactamase TEM-188 [Salmonella enterica]	JN211012	http://www.ncbi.nlm.nih.gov/nuccore/JN211012?from=214&to=1074		2be	A
AEL79515	TEM-189	286	AEL79515.1 tem-189 beta lactamase [Escherichia coli]	JN254627	http://www.ncbi.nlm.nih.gov/nuccore/JN254627?from=1&to=861		?	A
